,Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G,RECTgt,RECRec,RECYds,RECY/R,RECTD,RECY/G,RECCtch%,RECY/Tgt,TotYds,TotTD,TotY/G,MVP
516,517,Greg Pruitt\PruiGr00,1975,24,2-30,CLE,NFL,14,14.0,217,1067,4.92,8,76.2,,44,299,6.8,1,21.4,,,1366,9,97.6,0
517,518,Latavius Murray\MurrLa00,2015,25,6-181,OAK,NFL,16,16.0,266,1066,4.01,6,66.6,53.0,41,232,5.66,0,14.5,77.4%,4.38,1298,6,81.1,0
518,519,Ickey Woods\WoodIc00,1988,22,2-31,CIN,NFL,16,10.0,203,1066,5.25,15,66.6,,21,199,9.48,0,12.4,,,1265,15,79.0,0
519,520,Duce Staley\StalDu00,1998,23,3-71,PHI,NFL,16,13.0,258,1065,4.13,5,66.6,70.0,57,432,7.58,1,27.0,81.4%,6.17,1497,6,93.6,0
520,521,Reggie Brooks\BrooRe00,1993,22,2-45,WAS,NFL,16,11.0,223,1063,4.77,3,66.4,35.0,21,186,8.86,0,11.6,60.0%,5.31,1249,3,78.0,0
521,522,Gary Brown\BrowGa00,1998,29,8-214,NYG,NFL,16,11.0,247,1063,4.3,5,66.4,26.0,13,36,2.77,0,2.3,50.0%,1.38,1099,5,68.7,0
522,523,Ted Brown\BrowTe00,1981,24,1-16,MIN,NFL,16,16.0,274,1063,3.88,6,66.4,,83,694,8.36,2,43.4,,,1757,8,109.80000000000001,0
523,524,Shonn Greene\GreeSh00,2012,27,3-65,NYJ,NFL,16,14.0,276,1063,3.85,8,66.4,30.0,19,151,7.95,0,9.4,63.3%,5.03,1214,8,75.80000000000001,0
524,525,Fred Jackson\JackFr02,2009,28,,BUF,NFL,16,11.0,237,1062,4.48,2,66.4,61.0,46,371,8.07,2,23.2,75.4%,6.08,1433,4,89.60000000000001,0
525,526,Terry Miller\MillTe00,1978,22,1-5,BUF,NFL,16,16.0,238,1060,4.45,7,66.3,,22,246,11.18,0,15.4,,,1306,7,81.7,0
526,527,Ahman Green\GreeAh00,2006,29,3-76,GNB,NFL,14,14.0,266,1059,3.98,5,75.6,63.0,46,373,8.11,1,26.6,73.0%,5.92,1432,6,102.19999999999999,0
527,528,Rodney Hampton\HampRo00,1991,22,1-24,NYG,NFL,14,14.0,256,1059,4.14,10,75.6,,43,283,6.58,0,20.2,,,1342,10,95.8,0
528,529,Derrick Henry\HenrDe00,2018,24,2-45,TEN,NFL,16,12.0,215,1059,4.93,12,66.2,18.0,15,99,6.6,0,6.2,83.3%,5.5,1158,12,72.4,0
529,530,Deuce McAllister\McAlDe00,2006,28,1-23,NOR,NFL,15,13.0,244,1057,4.33,10,70.5,36.0,30,198,6.6,0,13.2,83.3%,5.5,1255,10,83.7,0
530,531,Devonta Freeman\FreeDe00,2015,23,4-103,ATL,NFL,15,13.0,265,1056,3.98,11,70.4,97.0,73,578,7.92,3,38.5,75.3%,5.96,1634,14,108.9,0
531,532,Jamal Anderson\AndeJa00,1996,24,7-201,ATL,NFL,16,12.0,232,1055,4.55,5,65.9,67.0,49,473,9.65,1,29.6,73.1%,7.06,1528,6,95.5,0
532,533,Franco Harris*\HarrFr00,1972,22,1-13,PIT,NFL,14,10.0,188,1055,5.61,10,75.4,,21,180,8.57,1,12.9,,,1235,11,88.30000000000001,0
533,534,Roger Craig\CraiRo00,1989,29,2-49,SFO,NFL,16,16.0,271,1054,3.89,6,65.9,,49,473,9.65,1,29.6,,,1527,7,95.5,0
534,535,Marshall Faulk*\FaulMa00,1997,24,1-2,IND,NFL,16,16.0,264,1054,3.99,7,65.9,73.0,47,471,10.02,1,29.4,64.4%,6.45,1525,8,95.30000000000001,0
535,536,Shonn Greene\GreeSh00,2011,26,3-65,NYJ,NFL,16,15.0,253,1054,4.17,6,65.9,41.0,30,211,7.03,0,13.2,73.2%,5.15,1265,6,79.10000000000001,0
536,537,Tony Reed\ReedTo00,1978,23,2-37,KAN,NFL,16,16.0,206,1053,5.11,5,65.8,,48,483,10.06,1,30.2,,,1536,6,96.0,0
537,538,Larry Csonka*\CsonLa00,1971,25,1-8,MIA,NFL,14,14.0,195,1051,5.39,7,75.1,,13,113,8.69,1,8.1,,,1164,8,83.19999999999999,0
538,539,Roger Craig\CraiRo00,1985,25,2-49,SFO,NFL,16,16.0,214,1050,4.91,9,65.6,,92,1016,11.04,6,63.5,,,2066,15,129.1,0
539,540,Tony Collins\CollTo01,1983,24,2-47,NWE,NFL,16,16.0,219,1049,4.79,10,65.6,,27,257,9.52,0,16.1,,,1306,10,81.69999999999999,0
540,541,Abner Haynes\HaynAb00,1962,25,5-55,DTX,AFL,14,,221,1049,4.75,13,74.9,,39,573,14.69,6,40.9,,,1622,19,115.80000000000001,0
541,542,Earnest Byner\ByneEa00,1991,29,10-280,WAS,NFL,16,16.0,274,1048,3.82,5,65.5,,34,308,9.06,0,19.3,,,1356,5,84.8,0
542,543,John Henry Johnson*\JohnJo02,1964,35,2-18,PIT,NFL,14,14.0,235,1048,4.46,7,74.9,,17,69,4.06,1,4.9,,,1117,8,79.80000000000001,0
543,544,Chris Johnson\JohnCh04,2011,26,1-24,TEN,NFL,16,16.0,262,1047,4.0,4,65.4,79.0,57,418,7.33,0,26.1,72.2%,5.29,1465,4,91.5,0
544,545,Beanie Wells\WellCh00,2011,23,1-31,ARI,NFL,14,14.0,245,1047,4.27,10,74.8,16.0,10,52,5.2,0,3.7,62.5%,3.25,1099,10,78.5,0
545,546,Steven Jackson\JackSt00,2005,22,1-24,STL,NFL,15,15.0,254,1046,4.12,8,69.7,55.0,43,320,7.44,2,21.3,78.2%,5.82,1366,10,91.0,0
546,547,Tyrone Wheatley\WheaTy00,2000,28,1-17,OAK,NFL,14,13.0,232,1046,4.51,9,74.7,34.0,20,156,7.8,1,11.1,58.8%,4.59,1202,10,85.8,0
547,548,Steven Jackson\JackSt00,2012,29,1-24,STL,NFL,16,16.0,258,1045,4.05,4,65.3,53.0,38,321,8.45,0,20.1,71.7%,6.06,1366,4,85.4,0
548,549,Mark Ingram\IngrMa01,2016,27,1-28,NOR,NFL,16,14.0,205,1043,5.09,6,65.2,58.0,46,319,6.93,4,19.9,79.3%,5.5,1362,10,85.1,0
549,550,Steven Jackson\JackSt00,2008,25,1-24,STL,NFL,12,11.0,253,1042,4.12,7,86.8,62.0,40,379,9.48,1,31.6,64.5%,6.11,1421,8,118.4,0
550,551,Adrian Murrell\MurrAd00,1998,28,5-120,ARI,NFL,15,14.0,274,1042,3.8,8,69.5,27.0,18,169,9.39,2,11.3,66.7%,6.26,1211,10,80.8,0
551,552,Adrian Peterson\PeteAd01,2018,33,1-7,WAS,NFL,16,16.0,251,1042,4.15,7,65.1,26.0,20,208,10.4,1,13.0,76.9%,8.0,1250,8,78.1,0
552,553,Leonard Fournette\FourLe00,2017,22,1-4,JAX,NFL,13,13.0,268,1040,3.88,9,80.0,48.0,36,302,8.39,1,23.2,75.0%,6.29,1342,10,103.2,0
553,554,Billy Sims\SimsBi00,1983,28,1-1,DET,NFL,13,12.0,220,1040,4.73,7,80.0,,42,419,9.98,0,32.2,,,1459,7,112.2,0
554,555,Matt Forte\FortMa00,2014,29,2-44,CHI,NFL,16,16.0,266,1038,3.9,6,64.9,130.0,102,808,7.92,4,50.5,78.5%,6.22,1846,10,115.4,0
555,556,Knowshon Moreno\MoreKn00,2013,26,1-12,DEN,NFL,16,15.0,241,1038,4.31,10,64.9,74.0,60,548,9.13,3,34.3,81.1%,7.41,1586,13,99.2,0
556,557,Gaston Green\GreeGa00,1991,25,1-14,DEN,NFL,13,12.0,261,1037,3.97,4,79.8,,13,78,6.0,0,6.0,,,1115,4,85.8,0
557,558,Phillip Lindsay\LindPh00,2018,24,,DEN,NFL,15,8.0,192,1037,5.4,9,69.1,47.0,35,241,6.89,1,16.1,74.5%,5.13,1278,10,85.19999999999999,0
558,559,Rocky Bleier\BleiRo00,1976,30,16-417,PIT,NFL,14,14.0,220,1036,4.71,5,74.0,,24,294,12.25,0,21.0,,,1330,5,95.0,0
559,560,Frank Gore\GoreFr00,2008,25,3-65,SFO,NFL,14,14.0,240,1036,4.32,6,74.0,66.0,43,373,8.67,2,26.6,65.2%,5.65,1409,8,100.6,0
560,561,Calvin Hill\HillCa00,1972,25,1-24,DAL,NFL,14,14.0,245,1036,4.23,6,74.0,,43,364,8.47,3,26.0,,,1400,9,100.0,0
561,562,Marshawn Lynch\LyncMa00,2008,22,1-12,BUF,NFL,15,15.0,250,1036,4.14,8,69.1,67.0,47,300,6.38,1,20.0,70.1%,4.48,1336,9,89.1,0
562,563,J.D. Smith\SmitJ.00,1959,27,15-179,SFO,NFL,12,12.0,207,1036,5.0,10,86.3,,13,133,10.23,1,11.1,,,1169,11,97.39999999999999,0
563,564,Steve Owens\OwenSt00,1971,24,1-19,DET,NFL,14,13.0,246,1035,4.21,8,73.9,,32,350,10.94,2,25.0,,,1385,10,98.9,0
564,565,Dorsey Levens\LeveDo00,1999,29,5-149,GNB,NFL,14,14.0,279,1034,3.71,9,73.9,81.0,71,573,8.07,1,40.9,87.7%,7.07,1607,10,114.80000000000001,0
565,566,Mike Pruitt\PruiMi00,1980,26,1-7,CLE,NFL,16,16.0,249,1034,4.15,6,64.6,,63,471,7.48,0,29.4,,,1505,6,94.0,0
566,567,Dick Bass\BassDi00,1962,25,1-2,RAM,NFL,14,13.0,196,1033,5.27,6,73.8,,30,262,8.73,2,18.7,,,1295,8,92.5,0
567,568,Jamaal Charles\CharJa00,2014,28,3-73,KAN,NFL,15,15.0,206,1033,5.01,9,68.9,59.0,40,291,7.28,5,19.4,67.8%,4.93,1324,14,88.30000000000001,0
568,569,Raymont Harris\HarrRa00,1997,27,4-114,CHI,NFL,13,13.0,275,1033,3.76,10,79.5,41.0,28,115,4.11,0,8.8,68.3%,2.8,1148,10,88.3,0
569,570,Thurman Thomas*\ThomTh00,1996,30,2-40,BUF,NFL,15,15.0,281,1033,3.68,8,68.9,42.0,26,254,9.77,0,16.9,61.9%,6.05,1287,8,85.80000000000001,0
570,571,Gale Sayers*\SayeGa00,1969,26,1-4 1-5AFL,CHI,NFL,14,14.0,236,1032,4.37,8,73.7,,17,116,6.82,0,8.3,,,1148,8,82.0,0
571,572,Terry Allen\AlleTe00,1994,26,9-241,MIN,NFL,16,16.0,255,1031,4.04,8,64.4,30.0,17,148,8.71,0,9.3,56.7%,4.93,1179,8,73.7,0
572,573,Mike Garrett\GarrMi00,1972,28,2-18 20-178AFL,SDG,NFL,14,14.0,272,1031,3.79,6,73.6,,31,245,7.9,1,17.5,,,1276,7,91.1,0
573,574,Eddie George\GeorEd00,2003,30,1-14,TEN,NFL,16,16.0,312,1031,3.3,5,64.4,31.0,22,163,7.41,0,10.2,71.0%,5.26,1194,5,74.60000000000001,0
574,575,Christian Okoye\OkoyCh00,1991,30,2-35,KAN,NFL,14,12.0,225,1031,4.58,9,73.6,,3,34,11.33,0,2.4,,,1065,9,76.0,0
575,576,Domanick Williams\DaviDo01,2003,23,4-101,HOU,NFL,14,10.0,238,1031,4.33,8,73.6,68.0,47,351,7.47,0,25.1,69.1%,5.16,1382,8,98.69999999999999,0
576,577,Duce Staley\StalDu00,2002,27,3-71,PHI,NFL,16,16.0,269,1029,3.83,5,64.3,69.0,51,541,10.61,3,33.8,73.9%,7.84,1570,8,98.1,0
577,578,Earnest Jackson\JackEa00,1985,26,8-202,PHI,NFL,16,11.0,282,1028,3.65,5,64.3,,10,126,12.6,1,7.9,,,1154,6,72.2,0
578,579,John Brockington\BrocJo00,1972,24,1-9,GNB,NFL,14,14.0,274,1027,3.75,8,73.4,,19,243,12.79,1,17.4,,,1270,9,90.80000000000001,0
579,580,Ron Johnson\JohnRo02,1970,23,1-20,NYG,NFL,14,14.0,263,1027,3.9,8,73.4,,48,487,10.15,4,34.8,,,1514,12,108.2,0
580,581,Warrick Dunn\DunnWa00,1998,23,1-12,TAM,NFL,16,14.0,245,1026,4.19,2,64.1,57.0,44,344,7.82,0,21.5,77.2%,6.04,1370,2,85.6,0
581,582,Tatum Bell\BellTa00,2006,25,2-41,DEN,NFL,13,13.0,233,1025,4.4,2,78.8,31.0,24,115,4.79,0,8.8,77.4%,3.71,1140,2,87.6,0
582,583,Jerome Bettis*\BettJe00,1994,22,1-10,RAM,NFL,16,16.0,319,1025,3.21,3,64.1,45.0,31,293,9.45,1,18.3,68.9%,6.51,1318,4,82.39999999999999,0
583,584,Frank Gore\GoreFr00,2016,33,3-65,IND,NFL,16,16.0,263,1025,3.9,4,64.1,47.0,38,277,7.29,4,17.3,80.9%,5.89,1302,8,81.39999999999999,0
584,585,LaMont Jordan\JordLa00,2005,27,2-49,OAK,NFL,14,14.0,272,1025,3.77,9,73.2,103.0,70,563,8.04,2,40.2,68.0%,5.47,1588,11,113.4,0
585,586,Derrick Ward\WardDe01,2008,28,7-235,NYG,NFL,16,3.0,182,1025,5.63,2,64.1,55.0,41,384,9.37,0,24.0,74.5%,6.98,1409,2,88.1,0
586,587,Curt Warner\WarnCu00,1988,27,1-3,SEA,NFL,16,16.0,266,1025,3.85,10,64.1,,22,154,7.0,2,9.6,,,1179,12,73.69999999999999,0
587,588,Jamal Anderson\AndeJa00,2000,28,7-201,ATL,NFL,16,16.0,282,1024,3.63,6,64.0,58.0,42,382,9.1,0,23.9,72.4%,6.59,1406,6,87.9,0
588,589,Kevan Barlow\BarlKe00,2003,24,3-80,SFO,NFL,16,4.0,201,1024,5.09,6,64.0,44.0,35,307,8.77,1,19.2,79.5%,6.98,1331,7,83.2,0
589,590,John Settle\SettJo00,1988,23,,ATL,NFL,16,13.0,232,1024,4.41,7,64.0,,68,570,8.38,1,35.6,,,1594,8,99.6,0
590,591,Anthony Thomas\ThomAn01,2003,26,2-38,CHI,NFL,13,13.0,244,1024,4.2,6,78.8,14.0,9,36,4.0,0,2.8,64.3%,2.57,1060,6,81.6,0
591,592,Ottis Anderson\AndeOt00,1989,32,1-8,NYG,NFL,16,16.0,325,1023,3.15,14,63.9,,28,268,9.57,0,16.8,,,1291,14,80.7,0
592,593,William Andrews\AndrWi00,1979,24,3-79,ATL,NFL,15,15.0,239,1023,4.28,3,68.2,,39,309,7.92,2,20.6,,,1332,5,88.80000000000001,0
593,594,Paul Robinson\RobiPa00,1968,24,3-82,CIN,AFL,14,14.0,238,1023,4.3,8,73.1,,24,128,5.33,1,9.1,,,1151,9,82.19999999999999,0
594,595,Emmitt Smith*\SmitEm00,2001,32,1-17,DAL,NFL,14,14.0,261,1021,3.91,3,72.9,21.0,17,116,6.82,0,8.3,81.0%,5.52,1137,3,81.2,0
595,596,James Stewart\StewJa00,2002,31,1-19,DET,NFL,14,9.0,231,1021,4.42,4,72.9,70.0,46,333,7.24,2,23.8,65.7%,4.76,1354,6,96.7,0
596,597,Garrison Hearst\HearGa00,1997,26,1-3,SFO,NFL,13,13.0,234,1019,4.35,4,78.4,27.0,21,194,9.24,2,14.9,77.8%,7.19,1213,6,93.30000000000001,0
597,598,Mark Ingram\IngrMa01,2019,30,1-28,BAL,NFL,15,15.0,202,1018,5.04,10,67.9,29.0,26,247,9.5,5,16.5,89.7%,8.52,1265,15,84.4,0
598,599,Ronald Moore\MoorRo01,1993,23,4-87,PHO,NFL,16,11.0,263,1018,3.87,9,63.6,7.0,3,16,5.33,0,1.0,42.9%,2.29,1034,9,64.6,0
599,600,Jim Taylor*\TaylJi00,1963,28,2-15,GNB,NFL,13,13.0,248,1018,4.1,9,78.3,,13,68,5.23,1,5.2,,,1086,10,83.5,0
600,601,Chris Warren\WarrCh00,1992,24,4-89,SEA,NFL,16,16.0,223,1017,4.56,3,63.6,28.0,16,134,8.38,0,8.4,57.1%,4.79,1151,3,72.0,0
601,602,Ahmad Bradshaw\BradAh00,2012,26,7-250,NYG,NFL,14,12.0,221,1015,4.59,6,72.5,31.0,23,245,10.65,0,17.5,74.2%,7.9,1260,6,90.0,0
602,603,Sam Cunningham\CunnSa00,1977,27,1-11,NWE,NFL,14,14.0,270,1015,3.76,4,72.5,,42,370,8.81,1,26.4,,,1385,5,98.9,0
603,604,Robert Smith\SmitRo00,1999,27,1-21,MIN,NFL,13,12.0,221,1015,4.59,2,78.1,30.0,24,166,6.92,0,12.8,80.0%,5.53,1181,2,90.89999999999999,0
604,605,Barry Word\WordBa00,1990,27,3-62,KAN,NFL,16,3.0,204,1015,4.98,4,63.4,,4,28,7.0,0,1.8,,,1043,4,65.2,0
605,606,Marcus Allen*\AlleMa00,1983,23,1-10,RAI,NFL,16,15.0,266,1014,3.81,9,63.4,,68,590,8.68,2,36.9,,,1604,11,100.3,0
606,607,Mike Anderson\AndeMi00,2005,32,6-189,DEN,NFL,15,15.0,239,1014,4.24,12,67.6,21.0,18,212,11.78,1,14.1,85.7%,10.1,1226,13,81.69999999999999,0
607,608,John Riggins*\RiggJo00,1978,29,1-6,WAS,NFL,15,15.0,248,1014,4.09,5,67.6,,31,299,9.65,0,19.9,,,1313,5,87.5,0
608,609,Ricky Watters\WattRi00,1992,23,2-45,SFO,NFL,14,13.0,206,1013,4.92,9,72.4,52.0,43,405,9.42,2,28.9,82.7%,7.79,1418,11,101.30000000000001,0
609,610,Charley Tolar\TolaCh00,1962,25,27-319,HOU,AFL,14,,244,1012,4.15,7,72.3,,30,251,8.37,1,17.9,,,1263,8,90.19999999999999,0
610,611,Mark van Eeghen\VanEMa00,1976,24,3-75,OAK,NFL,14,14.0,233,1012,4.34,3,72.3,,17,173,10.18,0,12.4,,,1185,3,84.7,0
611,612,Phillip Lindsay\LindPh00,2019,25,,DEN,NFL,16,16.0,224,1011,4.51,7,63.2,48.0,35,196,5.6,0,12.3,72.9%,4.08,1207,7,75.5,0
612,613,Errict Rhett\RhetEr00,1994,24,2-34,TAM,NFL,16,8.0,284,1011,3.56,7,63.2,30.0,22,119,5.41,0,7.4,73.3%,3.97,1130,7,70.60000000000001,0
613,614,Paul Lowe\LowePa00,1963,27,,SDG,AFL,14,14.0,177,1010,5.71,8,72.1,,26,191,7.35,2,13.6,,,1201,10,85.69999999999999,0
614,615,Justin Fargas\FargJu00,2007,27,3-96,OAK,NFL,14,7.0,222,1009,4.55,4,72.1,32.0,23,188,8.17,0,13.4,71.9%,5.88,1197,4,85.5,0
615,616,Brandon Jacobs\JacoBr00,2007,25,4-110,NYG,NFL,11,9.0,202,1009,5.0,4,91.7,38.0,23,174,7.57,2,15.8,60.5%,4.58,1183,6,107.5,0
616,617,Otis Armstrong\ArmsOt00,1976,26,1-9,DEN,NFL,14,14.0,247,1008,4.08,5,72.0,,39,457,11.72,1,32.6,,,1465,6,104.6,0
617,618,Ronnie Brown\BrowRo05,2006,25,1-2,MIA,NFL,13,12.0,241,1008,4.18,5,77.5,38.0,33,276,8.36,0,21.2,86.8%,7.26,1284,5,98.7,0
618,619,BenJarvus Green-Ellis\GreeBe00,2010,25,,NWE,NFL,16,11.0,229,1008,4.4,13,63.0,16.0,12,85,7.08,0,5.3,75.0%,5.31,1093,13,68.3,0
619,620,Priest Holmes\HolmPr00,1998,25,,BAL,NFL,16,13.0,233,1008,4.33,7,63.0,62.0,43,260,6.05,0,16.3,69.4%,4.19,1268,7,79.3,0
620,621,C.J. Anderson\AndeC.00,2017,26,,DEN,NFL,16,16.0,245,1007,4.11,3,62.9,40.0,28,224,8.0,1,14.0,70.0%,5.6,1231,4,76.9,0
621,622,LeGarrette Blount\BlouLe00,2010,24,,TAM,NFL,13,7.0,201,1007,5.01,6,77.5,7.0,5,14,2.8,0,1.1,71.4%,2.0,1021,6,78.6,0
622,623,Tony Dorsett*\DorsTo00,1977,23,1-2,DAL,NFL,14,4.0,208,1007,4.84,12,71.9,,29,273,9.41,1,19.5,,,1280,13,91.4,0
623,624,Franco Harris*\HarrFr00,1983,33,1-13,PIT,NFL,16,16.0,279,1007,3.61,5,62.9,,34,278,8.18,2,17.4,,,1285,7,80.3,0
624,625,Tiki Barber\BarbTi00,2000,25,2-36,NYG,NFL,16,12.0,213,1006,4.72,8,62.9,95.0,70,719,10.27,1,44.9,73.7%,7.57,1725,9,107.8,0
625,626,Reggie Bush\BushRe00,2013,28,1-2,DET,NFL,14,14.0,223,1006,4.51,4,71.9,80.0,54,506,9.37,3,36.1,67.5%,6.33,1512,7,108.0,0
626,627,Franco Harris*\HarrFr00,1974,24,1-13,PIT,NFL,12,11.0,208,1006,4.84,5,83.8,,23,200,8.7,1,16.7,,,1206,6,100.5,0
627,628,Jamal Lewis\LewiJa00,2004,25,1-5,BAL,NFL,12,12.0,235,1006,4.28,7,83.8,12.0,10,116,11.6,0,9.7,83.3%,9.67,1122,7,93.5,0
628,629,Stump Mitchell\MitcSt00,1985,26,9-226,STL,NFL,16,8.0,183,1006,5.5,7,62.9,,47,502,10.68,3,31.4,,,1508,10,94.3,0
629,630,John Riggins*\RiggJo00,1975,26,1-6,NYJ,NFL,14,14.0,238,1005,4.22,8,71.8,,30,363,12.1,1,25.9,,,1368,9,97.69999999999999,0
630,631,Thurman Thomas*\ThomTh00,1995,29,2-40,BUF,NFL,14,14.0,267,1005,3.76,6,71.8,41.0,26,220,8.46,2,15.7,63.4%,5.37,1225,8,87.5,0
631,632,James Brooks\BrooJa00,1990,32,1-24,CIN,NFL,16,15.0,195,1004,5.15,5,62.8,,26,269,10.35,4,16.8,,,1273,9,79.6,0
632,633,Saquon Barkley\BarkSa00,2019,22,1-2,NYG,NFL,13,13.0,217,1003,4.62,6,77.2,73.0,52,438,8.42,2,33.7,71.2%,6.0,1441,8,110.9,0
633,634,Larry Csonka*\CsonLa00,1973,27,1-8,MIA,NFL,14,14.0,219,1003,4.58,5,71.6,,7,22,3.14,0,1.6,,,1025,5,73.19999999999999,0
634,635,Jamal Anderson\AndeJa00,1997,25,7-201,ATL,NFL,16,15.0,290,1002,3.46,7,62.6,37.0,29,284,9.79,3,17.8,78.4%,7.68,1286,10,80.4,0
635,636,Gary Brown\BrowGa00,1993,24,8-214,HOU,NFL,16,8.0,195,1002,5.14,6,62.6,30.0,21,240,11.43,2,15.0,70.0%,8.0,1242,8,77.6,0
636,637,Earnest Byner\ByneEa00,1985,23,10-280,CLE,NFL,16,13.0,244,1002,4.11,8,62.6,,45,460,10.22,2,28.8,,,1462,10,91.4,0
637,638,Dave Hampton\HampDa00,1975,28,9-220,ATL,NFL,14,14.0,250,1002,4.01,5,71.6,,21,195,9.29,1,13.9,,,1197,6,85.5,0
638,639,Steven Jackson\JackSt00,2007,24,1-24,STL,NFL,12,12.0,237,1002,4.23,5,83.5,52.0,38,271,7.13,1,22.6,73.1%,5.21,1273,6,106.1,0
639,640,Jamal Lewis\LewiJa00,2008,29,1-5,CLE,NFL,16,16.0,279,1002,3.59,4,62.6,32.0,23,178,7.74,0,11.1,71.9%,5.56,1180,4,73.7,0
640,641,Mike Rozier\RoziMi00,1988,27,1-2,HOU,NFL,15,14.0,251,1002,3.99,10,66.8,,11,99,9.0,1,6.6,,,1101,11,73.39999999999999,0
641,642,Willie Ellison\ElliWi00,1971,26,2-33,RAM,NFL,14,13.0,211,1000,4.74,4,71.4,,32,238,7.44,0,17.0,,,1238,4,88.4,0
642,643,Mercury Morris\MorrMe00,1972,25,3-63,MIA,NFL,14,11.0,190,1000,5.26,12,71.4,,15,168,11.2,0,12.0,,,1168,12,83.4,0
643,644,Greg Pruitt\PruiGr00,1976,25,2-30,CLE,NFL,14,13.0,209,1000,4.78,4,71.4,,45,341,7.58,1,24.4,,,1341,5,95.80000000000001,0
644,645,Ricky Williams\WillRi00,2000,23,1-5,NOR,NFL,10,10.0,248,1000,4.03,8,100.0,55.0,44,409,9.3,1,40.9,80.0%,7.44,1409,9,140.9,0
645,646,Earnest Byner\ByneEa00,1992,30,10-280,WAS,NFL,16,16.0,262,998,3.81,6,62.4,49.0,39,338,8.67,1,21.1,79.6%,6.9,1336,7,83.5,0
646,647,Matt Forte\FortMa00,2011,26,2-44,CHI,NFL,12,12.0,203,997,4.91,3,83.1,76.0,52,490,9.42,1,40.8,68.4%,6.45,1487,4,123.89999999999999,0
647,648,Melvin Gordon\GordMe00,2016,23,1-15,SDG,NFL,13,11.0,254,997,3.93,10,76.7,57.0,41,419,10.22,2,32.2,71.9%,7.35,1416,12,108.9,0
648,649,Dave Hampton\HampDa00,1973,26,9-220,ATL,NFL,14,14.0,263,997,3.79,4,71.2,,25,273,10.92,1,19.5,,,1270,5,90.7,0
649,650,Essex Johnson\JohnEs00,1973,27,6-156,CIN,NFL,14,14.0,195,997,5.11,4,71.2,,28,356,12.71,3,25.4,,,1353,7,96.6,0
650,651,Jim Brown*\BrowJi00,1962,26,1-6,CLE,NFL,14,14.0,230,996,4.33,13,71.1,,47,517,11.0,5,36.9,,,1513,18,108.0,0
651,652,Nick Chubb\ChubNi00,2018,23,2-35,CLE,NFL,16,9.0,192,996,5.19,8,62.3,29.0,20,149,7.45,2,9.3,69.0%,5.14,1145,10,71.6,0
652,653,Dave Hampton\HampDa00,1972,25,9-220,ATL,NFL,13,11.0,230,995,4.33,6,76.5,,23,244,10.61,1,18.8,,,1239,7,95.3,0
653,654,Julius Jones\JoneJu01,2005,24,2-43,DAL,NFL,13,12.0,257,993,3.86,5,76.4,45.0,35,218,6.23,0,16.8,77.8%,4.84,1211,5,93.2,0
654,655,Roland Harper\HarpRo00,1978,25,17-420,CHI,NFL,16,16.0,240,992,4.13,6,62.0,,43,340,7.91,2,21.3,,,1332,8,83.3,0
655,656,Frank Pollard\PollFr00,1985,28,11-305,PIT,NFL,16,16.0,233,991,4.25,3,61.9,,24,250,10.42,0,15.6,,,1241,3,77.5,0
656,657,Willis McGahee\McGaWi00,2006,25,1-23,BUF,NFL,14,14.0,259,990,3.82,6,70.7,28.0,18,156,8.67,0,11.1,64.3%,5.57,1146,6,81.8,0
657,658,Edgerrin James*\JameEd00,2002,24,1-4,IND,NFL,14,14.0,277,989,3.57,2,70.6,80.0,61,354,5.8,1,25.3,76.3%,4.43,1343,3,95.89999999999999,0
658,659,Jonathan Stewart\StewJo00,2015,28,1-13,CAR,NFL,13,13.0,242,989,4.09,6,76.1,21.0,16,99,6.19,1,7.6,76.2%,4.71,1088,7,83.69999999999999,0
659,660,Boobie Clark\ClarBo00,1973,23,12-302,CIN,NFL,14,14.0,254,988,3.89,8,70.6,,45,347,7.71,0,24.8,,,1335,8,95.39999999999999,0
660,661,Carlos Hyde\HydeCa00,2016,26,2-57,SFO,NFL,13,13.0,217,988,4.55,6,76.0,33.0,27,163,6.04,3,12.5,81.8%,4.94,1151,9,88.5,0
661,662,Franco Harris*\HarrFr00,1981,31,1-13,PIT,NFL,16,16.0,242,987,4.08,8,61.7,,37,250,6.76,1,15.6,,,1237,9,77.3,0
662,663,Reggie Bush\BushRe00,2012,27,1-2,MIA,NFL,16,16.0,227,986,4.34,6,61.6,52.0,35,292,8.34,2,18.3,67.3%,5.62,1278,8,79.9,0
663,664,Curt Warner\WarnCu00,1987,26,1-3,SEA,NFL,12,12.0,234,985,4.21,8,82.1,,17,167,9.82,2,13.9,,,1152,10,96.0,0
664,665,Ezekiel Elliott\ElliEz00,2017,22,1-4,DAL,NFL,10,10.0,242,983,4.06,7,98.3,38.0,26,269,10.35,2,26.9,68.4%,7.08,1252,9,125.19999999999999,0
665,666,Harvey Williams\WillHa00,1994,27,1-21,RAI,NFL,16,10.0,282,983,3.49,4,61.4,64.0,47,391,8.32,3,24.4,73.4%,6.11,1374,7,85.8,0
666,667,Antowain Smith\SmitAn00,2002,30,1-23,NWE,NFL,16,15.0,252,982,3.9,6,61.4,42.0,31,243,7.84,2,15.2,73.8%,5.79,1225,8,76.6,0
